_id,accepted_answer_id,answer_count,comment_count,creation_date,favorite_count,owner_user_id,related_posts,score,tags,title,view_count
6940831,6969614,2,1,2011-08-04T11:43:38.3,,,[6969801],3,"[""delphi"",""winapi"",""cursor""]",How can I save currently used cursor into the stream (resource or file)?,1125
6952758,6952785,2,0,2011-08-05T07:16:02.793,,625454,[6943624],0,"[""java"",""date-format""]","How to parse ""Thu Aug 04 00:00:00 IST 2011"" to ""04-08-2011""?",16367
6964819,6964957,3,1,2011-08-06T04:41:24.227,4,561309,[4957582],14,"[""c++"",""include"",""linker-errors""]",Function already defined error in C++,15167
6975755,11507455,5,2,2011-08-07T21:00:16.887,5,844872,"[13685633,20440079]",11,"[""forms"",""jsf""]",Clear JSF form input values after submitting,53389
6988487,6990428,8,9,2011-08-08T20:57:32.697,141,246095,[55367809],218,"[""c"",""unix"",""linux"",""memory-management"",""brk""]",What does the brk() system call do?,105191
7007647,7007756,8,3,2011-08-10T08:06:34.567,3,82047,[6805975],9,"[""c#"",""exception-handling"",""try-catch"",""winforms""]",Removing excessive try-catch blocks,2260
7014628,7015280,2,1,2011-08-10T16:48:53.97,4,863572,[19228406],1,"[""android""]",How to extract text and images from html?,4577
7024931,,6,1,2011-08-11T11:19:53.183,1,850621,[5722758],1,"[""javascript"",""jquery""]",Ignore if it's already fading,207
7036277,,3,2,2011-08-12T06:17:16.28,,891217,[407587],0,"[""python"",""optimization"",""hadoop"",""loops"",""edit""]",How to optimize edit distance code?,1999
7054498,7054519,2,3,2011-08-14T01:53:26.09,1,435645,[3001243],1,"[""ruby-on-rails""]",What is mysql2?,1107
7065815,7190634,1,5,2011-08-15T13:59:39.61,1,157080,[7067672],1,"[""mysql"",""load"",""auto-increment""]","MySql LOAD DATA is ignoring my Primary Key id, and using autoincrement instead",400
7080298,7280608,2,8,2011-08-16T14:57:31.01,1,338297,"[742508,5032360]",1,"[""sql"",""postgresql""]",SQL for statement of accounts,1454
7102606,7104177,2,2,2011-08-18T05:03:07.923,4,676226,[9752759],10,"[""c++"",""assembly"",""android"",""arm"",""android-ndk""]",SIGILL in Android NDK code,4285
7113132,7165343,2,0,2011-08-18T19:38:41.167,,754049,[6410099],0,"[""printing"",""reportviewer"",""rdlc""]",ReportViewer: Print reports and allow users to edit report design,3069
7135486,,2,5,2011-08-20T23:59:14.01,,904187,[2142120],11,"[""php"",""dom""]",Disable html entity encoding in PHP DOMDocument,5959
7149561,,0,7,2011-08-22T15:11:03.627,,906157,[6160214],1,"[""git"",""version-control"",""github""]",GIT issue when merging changes from upstream,71
7170943,7171188,4,0,2011-08-24T05:43:30.92,1,797374,[15926105],7,"[""html"",""javascript""]",How to hide javascript window.open address bar / location bar?,36138
7183938,8782984,3,2,2011-08-25T00:45:31.91,1,858905,[2329580],2,"["".net"",""linq-to-sql""]",Linq to SQL - How to order numbers as strings?,1082
7194506,7194533,7,6,2011-08-25T17:18:36.587,1,912668,[1182584],5,"[""php"",""mysql"",""random""]","Unique, unpredictable, 12 digit, integer id",7711
7206542,7207709,3,3,2011-08-26T14:52:03.997,,587884,"[1512112,7189445]",2,"[""java"",""jfreechart"",""mouseevent"",""coordinate-systems""]",JFreeChart interactive chart editing: transforming mouse coordinates into series values,4841
7229951,7230856,3,0,2011-08-29T12:15:49.187,2,769225,"[3835160,16332049]",4,"[""android"",""broadcastreceiver""]",How to raise an alert dialog from BroadcastReceiver class?,12002
7239983,7240009,1,0,2011-08-30T07:31:44.14,,668272,[1387354],0,"["".net"",""asp.net"",""asp.net-mvc-3""]","MVC3 - Different device, different view, same controller",568
7247520,7247665,4,3,2011-08-30T17:47:38.007,,118342,[5080824],2,"[""mysql"",""select"",""date"",""between""]",MySQL - BETWEEN will not select correct results,4827
7259549,,0,9,2011-08-31T15:37:31.55,,918942,[3828961],4,"[""asp-classic"",""webmatrix"",""razor"",""asp.net-webpages""]",measuring performance ASP.NET Web Pages with Razor Syntax  vs. Classic ASP,650
7265247,7270696,1,1,2011-09-01T01:24:31.187,2,462335,[6580656],6,"[""matlab"",""matrix"",""vectorization"",""matrix-multiplication""]",Tensor contraction in Matlab,9127
7273986,7274024,5,0,2011-09-01T17:18:54.717,,149080,[7274295],1,"[""javascript"",""jquery"",""jquery-selectors""]","How to bind to all click events, check for an attribute.... Efficiently?",203
7287942,7288316,1,6,2011-09-02T18:47:52.943,1,371739,"[2752206,4121567]",7,"[""api"",""scala"",""read-eval-print-loop""]",Is there an API for running Scala REPL programmatically?,1621
7299455,7299557,2,3,2011-09-04T13:18:53.45,1,927545,[3334341],1,"[""jquery"",""jqgrid""]",reading server response on JQuery/jqGrid,6536
7316202,7317628,1,0,2011-09-06T07:14:21.377,,885204,"[5128303,29827993]",0,"[""entity-framework""]",Automatic Model Validation When Generating the Models using Entity Framework Database First Approach,1357
7336920,7344971,1,0,2011-09-07T15:59:08.387,2,774395,[21550238],10,"[""java"",""inheritance"",""binding"",""spring-mvc"",""jackson""]",Abstract classes and Spring MVC @ModelAttribute/@RequestParam,6217
7342084,7342127,4,3,2011-09-08T01:01:27.263,6,933802,[1773875],35,"[""javascript"",""jquery"",""dom"",""high-load""]",jQuery/Javascript - How to wait for manipulated DOM to update before proceeding with function,30310
7357675,,4,2,2011-09-09T05:56:41.64,1,844013,[2197620],10,"[""c#""]",How can i set the focus to application which is already in running state?,24106
7368650,,0,5,2011-09-09T23:59:36.37,0,746741,[6622435],4,"[""c#"",""amazon"",""amazon-web-services""]",Amazon Product Advertisement API: Get results from UK site only,495
7394447,9972266,21,10,2011-09-12T21:47:13.213,22,172350,[4535298],166,"[""android"",""avd"",""android-emulator""]","Android - Emulator in landscape mode, screen does not rotate",88214
7418501,7418643,4,2,2011-09-14T15:00:05.143,,894955,[1910608],0,"[""android""]",Intent problem Android,141
7437448,,2,3,2011-09-15T21:05:09.907,,218028,[7436731],1,"[""user-interface"",""mxml"",""flex4""]",Flex 4 reuse dialog box layout,358
7449317,7451401,9,5,2011-09-16T19:11:07.783,13,801676,[20408110],64,"[""javascript"",""firebug"",""ipad"",""firebug-lite""]",Debugging Javascript on iPad,57716
7466985,,1,0,2011-09-19T05:59:24.007,,952005,[4656841],1,"[""android"",""listview"",""header"",""android-fragments""]",Android - Header in ListView disappears?,2060
7478047,7478683,4,0,2011-09-19T22:28:03.433,1,961832,[7480541],3,"[""html"",""css"",""dreamweaver""]",Adding text titles to inline <li> images,1545
7489374,7489478,2,3,2011-09-20T17:41:26.003,,777294,[7492472],0,"[""arrays"",""attributes"",""json"",""element""]",Accessing Multipule Arrays From JSON,86
7498638,7498943,1,0,2011-09-21T11:02:47.96,,924723,[1877644],0,"[""php"",""forms"",""upload"",""jquery"",""uploadify""]",jQuery Uploadify HTTP error (HTTP error: 302),7986
7533391,,0,2,2011-09-23T18:35:19.19,1,961750,[7534141],1,"[""jasper-reports""]","Jasper Report shows message ""The Report is empty""",230
7550079,7550101,1,1,2011-09-26T02:16:32.327,,964273,[3650125],4,"[""php"",""html-table""]",PHP parse HTML rows based on class name,5212
7572459,7572565,1,1,2011-09-27T16:25:00.927,,786207,[11550301],1,"[""pdf"",""ajax"",""download"",""asp.net-mvc-3""]",Downloading PDF File with AJAX/MVC 3,6247
7577368,7577383,4,0,2011-09-28T01:24:40.01,,848925,[3019696],1,"[""php"",""arrays"",""warnings""]",in_array function fails,814
7596039,7597631,1,0,2011-09-29T10:35:54.687,0,161922,[1393202],3,"[""python"",""django"",""django-models""]",Copy the contents of an ImageField to a new file path in Django,3826
7605904,7605979,3,0,2011-09-30T04:19:13.49,2,244061,[2729267],3,"[""java"",""android""]",How do you get a simple camera program working for Android?,17657
7630518,7630527,3,1,2011-10-03T02:09:04.653,,848925,[2789703],1,"[""css"",""underline"",""text-decorations""]",I can not get rid of a underline text,8385
7651564,7651640,1,0,2011-10-04T17:11:37.28,,348301,[2030487],1,"[""android"",""sd-card"",""media-player""]",Android : How to invoke media player,883
7658419,,0,0,2011-10-05T08:10:26.267,0,932381,[7650275],0,"[""sqlite"",""iphone""]",Update statement not working properly,108
7672378,,0,4,2011-10-06T09:21:35.073,,432657,[198982],0,"[""android"",""android-sensors""]",Fire onSensorChanged only if there is a motion,593
7679398,,2,0,2011-10-06T19:24:10.423,,982863,[1882601],1,"[""routing"",""ihttpmodule"",""asp.net-mvc-2""]","ASP.NET MVC extract controller, action and value from URL",808
7714709,7769129,8,1,2011-10-10T14:59:44.12,4,544822,[37830871],8,"[""matlab"",""command-line"",""batch-file""]",Writing log statements to standard output with Matlab,5061
7725063,7725266,4,5,2011-10-11T11:07:58.137,,900299,"[639592,1221512,2869222]",-1,"[""java""]",Java Interfaces and Abstract class,3146
7740043,7740398,1,0,2011-10-12T12:26:13.777,,707729,[6383129],0,"[""ruby"",""google-maps"",""ruby-on-rails"",""ruby-on-rails-3"",""gmaps4rails""]",How to initialize at js new map in gmaps4rails 1.3.0,373
7760663,,2,0,2011-10-13T21:25:47.727,,775308,[3457620],1,"[""javascript"",""facebook""]",Javascript redirect within Facebook app iframe,5565
7782726,,0,7,2011-10-16T06:19:07.82,,413843,[7529793],0,"[""php"",""email"",""squirrelmail""]",Sending using SquirrelMail instead of mail() in PHP,98
7807144,,4,1,2011-10-18T12:23:50.32,0,975290,[7763841],0,"[""java"",""android""]","How can I download image for ImageView in Java, Android?",4647
7831273,,2,0,2011-10-20T04:48:31.563,1,986916,[2258830],1,"[""c#"",""wpf"",""dispatcher"",""backgroundworker""]",Methods to update GUI in WPF,1850
7849000,23295591,3,8,2011-10-21T11:52:00.093,0,924820,[7422859],9,"[""asp.net-mvc"",""c#-4.0""]",MemoryCache empty just after adding an object,5085
7866206,7866330,1,14,2011-10-23T12:43:59.003,4,342235,[510462],15,"[""java"",""nanotime""]",Why I get a negative elapsed time using System.nanoTime()?,4043
7881382,7969469,1,4,2011-10-24T20:11:40.827,,1009758,[5328072],1,"[""jquery"",""jquery-plugins"",""jqgrid""]",Jqgrid search toolbar filter unique drop lists with Json,2974
7904281,7904507,3,1,2011-10-26T14:38:36.607,1,420001,[41860785],4,"[""c++"",""opengl"",""glut"",""trigonometry""]",OpenGL - Rotate a 'Curve' About the Y-Axis,5869
7915140,7915183,3,0,2011-10-27T11:20:45.303,4,707381,[939032],24,"[""jquery""]",Callback to .delay(),24267
7927854,7943890,14,1,2011-10-28T10:05:43.99,98,566360,"[4359131,4486543]",194,"[""mysql"",""macos"",""command-line"",""osx-lion""]",How to start MySQL server from command line on Mac OS Lion?,466433
7944418,7944566,2,3,2011-10-30T10:35:10.94,,459923,[981378],0,"[""ruby-on-rails"",""image"",""imagemagick"",""image-recognition""]",Automatically blur numbers and letters using ruby or imagemagick?,1836
7958803,7959132,1,14,2011-10-31T19:40:19.74,2,1003464,[922132],8,"[""c#"",""windows"",""windows-update"",""c#-4.0""]",Download Windows Updates Using C#,3011
7976313,7976617,3,2,2011-11-02T05:49:28.757,,1020415,[18828377],1,"[""java"",""split"",""biginteger""]","Split BigInteger, Count Digits?",3015
7989258,7989403,7,0,2011-11-03T01:14:08.59,4,104200,[692064],12,"[""keychain"",""ios""]",iOS Keychain SecItemAdd returns -25243,16849
7999848,8000185,2,2,2011-11-03T18:09:37.717,,697521,[4132699],2,"[""java"",""android"",""dialog"",""subactivity"",""android-activity""]","how to show a ""window/subactivity/dialog"" on top of an Activity but keeping the focus in the Activity",654
8011164,,3,0,2011-11-04T14:54:16.067,,27657,"[484278,2431128]",0,"["".net"",""c#"",""windows-7""]",log off a specific user with C# for Windows 7 Home Premium?,977
8030536,8030702,6,0,2011-11-06T21:30:20.09,3,228173,[16741400],14,"[""c++"",""unit-testing"",""eclipse-cdt""]",JUnit-like test framework for C++ in Eclipse CDT,15417
8050775,8054179,2,1,2011-11-08T13:01:36.977,16,2205178,[6234405],38,"[""python"",""debugging""]",Using python's logging module to log all exceptions and errors,28975
8063796,8063858,2,0,2011-11-09T10:42:05.457,,533399,[579331],0,"[""php""]","PHP Call a function with default parameter, but in the middle of parameter list?",359
8083410,,16,4,2011-11-10T17:04:40.043,41,424566,[10615828],211,"[""timezone"",""node.js""]",How can I set the default timezone in node.js?,248244
8083430,8083507,3,0,2011-11-10T17:06:25.97,11,317785,[2117290],85,"[""html"",""css""]",How to change the font and font size of an HTML input tag?,339897
8087838,,0,2,2011-11-10T23:25:11.977,,1040766,[5006588],3,"[""javascript"",""xss"",""ajax""]",Making AJAX calls from customer site to my own server over HTTPS?,39
8095861,8095964,4,5,2011-11-11T15:05:36.373,,612920,[208835],3,"[""c"",""closures"",""function-pointers""]",Why is there a compile error in this code?,150
8108466,8108482,5,1,2011-11-12T23:50:53.037,,65387,[3532870],1,"[""html"",""css"",""image"",""hyperlink""]",How do I get a link to properly contain an image?,102
8122298,,5,2,2011-11-14T13:30:32.95,7,966540,[6556802],9,"[""embed"",""youtube"",""video"",""android"",""android-webview""]",Youtube embed videos not working in webview. What's wrong with this code?,24608
8134336,16714940,3,1,2011-11-15T09:48:24.433,7,536148,"[2646028,6920137]",14,"[""android"",""android-viewpager""]",Disabling & Enabling Paging In ViewPager in Android,18802
8149397,,2,2,2011-11-16T09:32:22.42,2,444129,[5592215],2,"[""oop"",""orm"",""design-patterns""]",Is ORM an Anti-Pattern?,1151
8175653,8175718,3,0,2011-11-17T23:04:56.747,1,78613,[34105205],17,"[""makefile""]",Marking a makefile dependency as optional or otherwise unimportant,6354
8182620,,3,2,2011-11-18T12:44:59.22,2,811785,[165779],14,"[""forms"",""rest"",""asp.net-mvc"",""http-put"",""asp.net-mvc-3""]",PUT or DELETE verb in ASP.NET MVC on HTML form,14563
8187821,8187856,3,1,2011-11-18T19:13:48.74,2,1018733,"[3454774,3672272,8828153]",19,"[""git""]",A way to access Git without installing client software? (Web access available?),35637
8194195,8194537,1,0,2011-11-19T12:57:34.953,,972789,[5381738],0,"[""pluralize"",""singular"",""ruby-on-rails-3""]",rails singularize to a / an,978
8211316,8241751,1,0,2011-11-21T11:47:38.62,,1021897,[2061381],0,"[""php"",""multilingual"",""localization"",""zen-cart""]",Multi language display in zencart based on location,1072
8214500,,1,0,2011-11-21T15:51:45.83,,1054677,[504551],0,"[""sql"",""vb.net"",""combobox""]",Refresh/update databound ComboBox immediately,616
8235510,8235643,2,1,2011-11-22T23:45:18.613,,343235,[1734644],2,"[""c#"",""delphi"",""interop""]","Convert C# code to Delphi, what is the equivalent of SafeWaitHandle?",1016
8254654,,7,2,2011-11-24T09:20:43.277,14,1023670,[5550670],64,"[""android"",""bundle"",""parcelable""]",How write Java.util.Map into parcel in a smart way?,37073
8263071,8263106,4,0,2011-11-24T22:31:00.727,1,972202,[1700870],0,"[""javascript""]",How to get the full html string including the selected element itself?,1427
8287329,8289732,2,0,2011-11-27T17:09:28.377,,418332,[6993325],1,"[""iphone"",""objective-c"",""uniqueidentifier"",""cocos2d-iphone""]","uniqueIdentifier deprecated, example from Cocos2d",3929
8308870,8309381,2,2,2011-11-29T10:00:38.697,2,880472,[328343],1,"[""c#"",""dll"",""zip""]",Unzip one File from Directory,1306
8326118,,3,2,2011-11-30T12:40:42.543,,282328,[4664008],3,"["".net"",""c#"",""data-binding"",""wpf"",""xaml""]",How to bind Grid row height?,6141
8334268,8334710,2,0,2011-11-30T23:02:50.093,,307072,[3308846],2,"[""jquery"",""json"",""asp.net-mvc-3"",""knockout.js""]",Asp MVC 3 json complex object not initialize properties,898
8337635,8913045,5,3,2011-12-01T07:01:37.897,24,27404,"[7007660,14370632]",51,"[""core-data"",""objective-c""]","NSManagedObjectContext: exception breakpoint stops at save: method, but no log/crash/error",8708
8358563,8360052,1,1,2011-12-02T15:24:44.57,2,306918,[1344066],1,"["".net"",""c#"",""entity-framework"",""change-tracking""]",How to detect individual property changes for detached entities on update?,666
8375510,,0,2,2011-12-04T13:10:27.89,,1036032,[2161613],2,"[""java"",""call-graph""]",How to generate a static call graph for Java?,1417
8402601,8414302,2,3,2011-12-06T15:41:09.713,,672827,[483787],2,"[""sql-server"",""ado.net"",""full-text-search"",""stored-procedures""]",SQL Full Text Query - behaving differently depending on how I call a stored procedure,447
8411664,8412169,1,4,2011-12-07T07:13:36.553,1,989421,[49008514],3,"[""sql-server-2005""]",Calculate total of total column in SQL Server 2005,4166
8430190,8431158,3,3,2011-12-08T11:21:08.89,1,521070,[8280649],1,"[""algorithm"",""complexity-theory"",""reduction"",""np""]",Complexity of an old Top Coder riddle: Making a number by inserting +,400
8446175,,0,3,2011-12-09T13:29:59.183,1,1015493,[4746299],2,"[""html"",""jquery"",""xpath"",""jquery-selectors""]",A jquery script to find xpath location of clicked element,1481
8478846,8490159,1,10,2011-12-12T18:12:54.707,3,836749,[8504728],4,"[""delphi"",""winapi"",""notifications"",""tooltip""]",How to trap the TTN_LINKCLICK notification?,785
8504897,,4,0,2011-12-14T12:59:35.07,,539783,[8234099],4,"[""vim""]",How to reinstall vim?,9921
8523677,,4,2,2011-12-15T16:51:34.327,1,957628,[1609215],5,"["".net"",""linq"",""generics""]",LINQ : Generics with IQueryable,739
8536961,,1,1,2011-12-16T16:16:01.423,,216761,[8509332],1,"[""php"",""mamp"",""youtube-api"",""gdata"",""zend-gdata""]",YouTube Data API for PHP hanging locally,289
8545042,,0,0,2011-12-17T13:24:21.023,,742402,[8477443],1,"[""javascript"",""jquery"",""jqgrid""]",How to synchronize jqgrid inline navigator and formatter actions buttons and end inline edit,611
8557244,8557443,1,0,2011-12-19T04:53:53.643,,832693,[8557106],3,"[""arrays"",""struct"",""fortran""]",Create array with elements of different type in Fortran,4333
8590098,8590113,2,2,2011-12-21T12:51:45.93,29,325192,[9208091],267,"[""ruby"",""file""]",How to check for file existence,223658
8596580,8596659,2,0,2011-12-21T21:24:03.36,,639609,[5037580],1,"[""model-binding"",""asp.net-mvc-3""]",default model binding does not work in case when model contains a model,1138
8612999,,1,1,2011-12-23T06:38:15.507,,1072496,[725679],0,"[""php"",""mysqli""]",Call to a member function prepare() on a non-object - Prepared Statements in MySQLi & PHP,586
8621016,8621072,4,1,2011-12-23T22:03:22.027,3,28045,[3833324],12,"[""php"",""serialization"",""codeigniter""]",What does it mean to serialize data or an object?,13072
8639088,8709416,7,0,2011-12-26T21:00:56.797,9,929377,[8099358],10,"[""sublimetext"",""emmet""]",How do I activate the Zen coding key bindings in Sublime Text 2?,20807
8646247,8651611,2,5,2011-12-27T15:22:41.383,2,829568,[7652799],8,"[""c++"",""haskell"",""ghc"",""ghci"",""hugs""]",Writing Haskell interpreter in C++ (using ghc or hugs as library),1585
8662402,8663504,1,0,2011-12-28T23:22:51.713,,411046,[333664],1,"[""html"",""javascript"",""python"",""google-maps""]",Update google map position based on gps coords,2122
8677953,,0,5,2011-12-30T09:20:38.773,,979775,[584551],1,"[""wpf"",""documentviewer"",""flowdocument"",""print-preview""]",Print Preview in wpf,1233
8705215,8705291,5,8,2012-01-02T20:51:04.517,1,1119700,[3192871],3,"[""c++""]","Get the ""size"" (length) of a C++ function?",3657
8712652,8712727,6,0,2012-01-03T12:57:43.02,20,1086247,[32554925],27,"[""android"",""angle"",""rotation"",""android-canvas""]",Rotating Image on A canvas in android,61725
8726743,,2,3,2012-01-04T12:17:56.523,1,1083604,[7942520],0,"[""mysql"",""database"",""postgresql"",""database-migration""]","How to accomplish ""MySQL cross database reference"" with PostgreSQL",1170
8734594,,0,4,2012-01-04T21:53:29.123,,1046671,[8719641],2,"[""javascript"",""jquery""]",Set a timer to a print window,158
8748114,8748271,1,1,2012-01-05T18:55:57.057,,1132862,[719877],-2,"[""c++"",""objective-c"",""new-operator"",""delete-operator""]",New and delete command of c++ in obj-c,1150
8761039,,2,0,2012-01-06T16:28:06.4,,489041,[5425228],2,"["".net"",""vb.net"",""polymorphism""]",Polymorphism in VB.Net when dealing with Generics,474
8790621,8790956,4,2,2012-01-09T15:17:11.757,2,1019804,[255312],1,"[""php"",""variables""]",converting variables' name to string,4941
8801621,8801794,2,0,2012-01-10T10:17:42.273,,1103509,[8741037],1,"[""objective-c"",""uiviewcontroller"",""uiview""]",How to PUSH a new view after receiving some response in Objective C?,197
8823597,,2,8,2012-01-11T17:14:55.463,3,333390,[327718],3,"[""c++"",""windows"",""boost"",""hard-drive""]",Listing physical drives installed on my computer,12996
8831587,8831912,2,3,2012-01-12T07:37:27.363,,988902,[3907785],2,"[""php"",""imagemagick"",""dpi""]",Change in dpi using imagick library in php,3853
8886666,9109255,1,0,2012-01-16T21:41:24.45,1,88829,[8505440],7,"[""c++"",""macos"",""ipc""]",Mac OS X equivalent of CreateEvent() with named object for interprocess communication?,2342
8900974,,1,9,2012-01-17T20:05:09.66,1,71200,[8864595],2,"[""delphi"",""registry"",""firebird"",""32bit-64bit""]",Delphi 32 bit app Can't find registry key that was written by 32 bit installer in Wow64 in Windows 7,1913
8916539,,6,3,2012-01-18T19:56:57.737,25,544050,"[2070359,8914961]",33,"[""language-agnostic"",""algorithm"",""np""]",Sum-subset with a fixed subset size,19853
8936067,8936098,2,2,2012-01-20T02:24:12.653,,1159726,[4191687],1,"[""java"",""mode""]",Finding the mode of an array,1295
8953317,,1,0,2012-01-21T13:25:15.273,,525649,[6004060],2,"[""javascript"",""php"",""ajax"",""template-engine"",""zend-view""]",Template engine for PHP + JS but,349
8961204,,0,3,2012-01-22T12:54:20.867,,1163432,[4961770],0,"[""uipickerview"",""ios""]","iOS UIPickerView Load Data, Error",391
8985342,,1,0,2012-01-24T10:37:17.34,,1051768,[8168873],2,"[""mfc"",""visual-studio-2008"",""visual-c++""]",Deserialization stops working if I load MFC DLL from regular DLL,1039
9003250,,2,3,2012-01-25T13:08:40.033,,651430,"[8756938,8876885]",0,"[""android"",""android-activity""]",How to know which activity is presently opened?,129
9018449,,1,0,2012-01-26T13:02:08.687,5,955679,[6448705],54,"[""haskell"",""llvm""]",Binding FFI and DSL,1013
9030315,9030541,2,3,2012-01-27T07:46:32.933,1,123011,[8079698],2,"[""visual-studio"",""windows-phone-7""]",How to create multiple applications from one solution in Visual Studio?,627
9042542,,6,0,2012-01-28T02:53:14.67,51,82320,[5229116],168,"[""windows"",""symlink"",""ntfs""]",What is the difference between NTFS Junction Points and Symbolic Links?,98628
9049506,,1,0,2012-01-28T23:23:36.14,1,850984,[5952602],3,"[""c++"",""linux"",""unordered-map"",""hashmap""]",Errors with unordered_map in C++?,3562
9064077,9064512,1,1,2012-01-30T12:45:07.59,2,909023,[664930],0,"[""objective-c"",""uinavigationbar"",""uibarbuttonitem"",""tintcolor""]",UINavigationBar BackButton custom TintColor,2583
9108060,9120262,1,0,2012-02-02T06:28:45.523,0,665327,[8876269],1,"[""python"",""qstring"",""pyqt"",""python-sip""]",PyQt - how to replace QString with sip API 2,2134
9124554,9124625,2,0,2012-02-03T06:26:32.857,,50831,[59166613],4,"[""java"",""base64"",""encoding"",""mime"",""jakarta-mail""]",JavaMail base64 encoding,10491
9133696,9133865,2,1,2012-02-03T18:32:55.247,2,784277,[1019876],16,"[""cookies"",""httpcookie"",""setcookie""]",A cookie without a domain?,16963
9148705,17271988,2,1,2012-02-05T11:05:26.583,,109392,[1189256],1,"[""visual-studio-2010"",""web-setup-project"",""visual-studio""]",Is it possible to filter on files in sub folders in ContentFiles for a web setup project?,623
9156806,,4,1,2012-02-06T07:20:01.083,,962957,[6774143],0,"[""html"",""php"",""forms"",""ajax"",""jquery""]",Upload Image as soon as user browse their Image from folder,251
9168674,,1,2,2012-02-06T23:03:52.273,,1193456,[5947157],1,"[""pdf"",""solr"",""solr-cell""]",No results when searching indexed PDF with Solr Cell,720
9193245,,2,3,2012-02-08T12:24:07.603,2,1187779,[6825226],3,"["".net"",""android"",""soap"",""web-services"",""ksoap2""]",Authentication in KSOAP2 request to .NET webservice in Android,4712
9217317,,2,3,2012-02-09T19:21:40.617,,1200432,[4660142],2,"[""asp.net-mvc-3"",""drop-down-menu""]",DropDownListFor Object reference not set to an instance of an object,4927
9229645,9229932,54,12,2012-02-10T14:53:22.713,626,814908,[1737388],1848,"[""javascript"",""arrays"",""unique"",""duplicates""]",Remove duplicate values from JS array,2202890
9247730,9404341,2,0,2012-02-12T09:26:26.007,6,267197,[32677605],8,"[""jaxb"",""xjc"",""sun-codemodel"",""jcodemodel""]",What is the role of ClassOutline / JClass / CClass in CodeModel?,1652
9258293,9258434,8,14,2012-02-13T09:38:39.327,1,243153,[5047349],5,"[""c#"",""linq""]",How to properly check IEnumerable for existing results,663
9272896,9274047,2,0,2012-02-14T06:55:24.717,,972670,[5854043],0,"[""entity-framework"",""entity-framework-4""]",Updating Columns with Foreign Key takes more than 1 minute first time in Entity Framework,96
9289084,9289913,2,2,2012-02-15T06:50:23.11,,922584,[1579560],3,"[""java"",""spring"",""dao"",""jpa"",""aspects""]",Adding an aspect to catch an exception and return null instead,440
9304300,,0,3,2012-02-16T01:36:11.513,,457541,[8160710],0,"[""gson"",""deserialization""]",gson deserialization to dictionary,488
9320344,9320630,1,5,2012-02-16T22:51:16.91,,727961,[3556346],0,"[""c++"",""class"",""vector""]",Inititalze vector of custom class?,1240
9323279,16551339,10,2,2012-02-17T05:18:51.79,21,309830,[6796299],74,"[""user-interface"",""android"",""android-fragments"",""android-viewpager""]",How to test if a fragment view is visible to the user?,59810
